web-scraper-order,web-scraper-start-url,paginator,bill_id,link_to_bill-href,bill_name,committees,summary
1684282768-2478,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6546,https://www.congress.gov/bill/116th-congress/house-bill/6546?s=2&r=2522,GROCER Act of 2020,Committees: House - Ways and Means,"This bill requires the Department of Agriculture, for National Forest System lands, and the Department of the Interior, for public lands, by May 31, 2020, to jointly submit to Congress a report on their activities to"
1684282773-2479,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6547,https://www.congress.gov/bill/116th-congress/house-bill/6547?s=2&r=2521,GROCER Act of 2020,Committees: House - Ways and Means,The fine for a conviction relating to a fraudulent claim for the payment or approval of such a loan shall be three times the amount of the loan.
1684282778-2480,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6548,https://www.congress.gov/bill/116th-congress/house-bill/6548?s=2&r=2520,GROCER Act of 2020,Committees: House - Ways and Means,"This bill establishes, in the legislative branch, the National Commission on the COVID-19 Pandemic in the United States and sets forth its powers, duties, funding, and membership. Among other activities, the commission shall investigate the facts and circumstances of the COVID-19 (i.e., coronavirus disease 2019) pandemic and make recommendations on preventing a similar outbreak from occurring in the future."
1684282783-2481,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6549,https://www.congress.gov/bill/116th-congress/house-bill/6549?s=2&r=2519,GROCER Act of 2020,Committees: House - Ways and Means,"This bill prohibits a lender from requiring a borrower to repay on an accelerated basis any loan received under a governmental program responding to COVID-19 (i.e., coronavirus disease 2019). Further, a lender may not consider such a loan for purposes of determining whether the lender has the right to accelerate the due date of any loan agreement."
1684282788-2482,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6550,https://www.congress.gov/bill/116th-congress/house-bill/6550?s=2&r=2518,GROCER Act of 2020,Committees: House - Ways and Means,"This bill temporarily provides credit unions with an exception to limits on outstanding member business loans. Specifically, for a three-year period, loans used for recovery from the COVID-19 (i.e., coronavirus disease 2019) emergency do not count towards this limit."
1684282793-2483,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6551,https://www.congress.gov/bill/116th-congress/house-bill/6551?s=2&r=2517,GROCER Act of 2020,Committees: House - Ways and Means,"This bill modifies the delay for required compliance with certain accounting standards applicable to credit losses (i.e., current expected credit losses standards, also known as CECL standards) as applied to insured depository institutions and bank holding companies. Specifically, required compliance with this standard is delayed through the first day of an institution's fiscal year beginning after the end of the emergency declaration regarding the COVID-19 (i.e., coronavirus disease 2019) outbreak. Currently, this delay ends the earlier of the date on which the emergency declaration terminates, or December 31, 2020."
1684282798-2484,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6552,https://www.congress.gov/bill/116th-congress/house-bill/6552?s=2&r=2516,GROCER Act of 2020,Committees: House - Ways and Means,"This bill creates a grant program, administered by the Department of Health and Human Services, to provide funds to states and Indian tribes to assist low-income households that pay a high proportion of household income for drinking water and wastewater services. Further, any entity receiving financial assistance under this grant program must ensure that no home energy service or public water system service is or remains disconnected or interrupted during the COVID-19 (i.e., coronavirus disease 2019) public health emergency."
1684282803-2485,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6553,https://www.congress.gov/bill/116th-congress/house-bill/6553?s=2&r=2515,GROCER Act of 2020,Committees: House - Ways and Means,"This bill creates the Boost Communities Program to provide monthly aid during and after the COVID-19 (i.e., coronavirus disease 2019) emergency. Specifically, the program provides (1) $2,000 a month to individuals during the emergency and for a specified time period afterward, and (2) $1,000 a month to individuals during the following year. The program also provides targeted supplemental assistance for at-risk populations."
1684282808-2486,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6554,https://www.congress.gov/bill/116th-congress/house-bill/6554?s=2&r=2514,GROCER Act of 2020,Committees: House - Ways and Means,
1684282813-2487,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6555,https://www.congress.gov/bill/116th-congress/house-bill/6555?s=2&r=2513,GROCER Act of 2020,Committees: House - Ways and Means,This bill provides for the minting and issuing of certain coins for the semiquincentennial of the United States.
1684282819-2488,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6556,https://www.congress.gov/bill/116th-congress/house-bill/6556?s=2&r=2512,GROCER Act of 2020,Committees: House - Ways and Means,"This bill directs certain penalties assessed by the Securities Exchange Commission against pharmaceutical companies for specified violations to the 10-Year Pediatric Research Initiative Fund, an existing fund that supports pediatric disease research. In making allocations from that fund, the National Institutes of Health shall prioritize pediatric research that does not duplicate existing research activities."
1684282824-2489,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6557,https://www.congress.gov/bill/116th-congress/house-bill/6557?s=2&r=2511,GROCER Act of 2020,Committees: House - Ways and Means,"This bill increases the Medicaid Federal Medical Assistance Percentage (FMAP) for covered outpatient drugs, including mail-order drugs, beginning April 1, 2020. The bill's increase may not result in an FMAP greater than 100%. Additionally, Medicaid enrollees must be allowed to obtain the entire prescribed supply of a covered outpatient drug in a single fill or refill, up to a 90-day supply."
1684282829-2490,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6558,https://www.congress.gov/bill/116th-congress/house-bill/6558?s=2&r=2510,GROCER Act of 2020,Committees: House - Ways and Means,"This bill allows a qualified alien crew member of a vessel to obtain a permit to land temporarily in the United States for up to 180 days, where currently such permits generally do not allow for stays exceeding 29 days."
1684282834-2491,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6559,https://www.congress.gov/bill/116th-congress/house-bill/6559?s=2&r=2509,GROCER Act of 2020,Committees: House - Ways and Means,"This bill requires the Department of Labor to promulgate both an emergency temporary occupational safety or health standard and a permanent standard to protect certain employees from occupational exposure to the coronavirus (i.e., the virus that causes COVID-19). These standards apply to health care sector employees, paramedic and emergency medical services employees, and other employees identified as having an elevated risk for exposure. Further, the Centers for Disease Control and Prevention must collect and make public information regarding employee exposure in these occupations and provide guidance to further protect such employees."
1684282839-2492,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6560,https://www.congress.gov/bill/116th-congress/house-bill/6560?s=2&r=2508,GROCER Act of 2020,Committees: House - Ways and Means,"This bill responds to the COVID-19 (i.e., coronavirus disease 2019) public health emergency by increasing volunteer opportunities within AmeriCorps and employment opportunities at the Federal Emergency Management Agency (FEMA), and requiring the re-enrollment of Peace Corps volunteers whose service ended involuntarily on March 15, 2020, or earlier for volunteers who were serving in China and Mongolia."
1684282845-2493,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=11,H.R.6561,https://www.congress.gov/bill/116th-congress/house-bill/6561?s=2&r=2507,GROCER Act of 2020,Committees: House - Ways and Means,"This bill requires the Centers for Disease Control and Prevention (CDC) to establish a program to improve health outcomes and reduce health inequities by, for example, coordinating activities across the CDC. As part of the program, the CDC must award grants to eligible organizations to build capacity to address social determinants of health. The CDC shall provide for an independent evaluation of certain grants and report findings to Congress."
